RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720475957830	 	3.11.3
USER	Pokemon API Test	START	1720475963132
REQUEST		Get Pikachu	1720475963087	1720475963135	OK	 
USER	Pokemon API Test	END	1720475963139
USER	Pokemon API Test	START	1720475963140
REQUEST		Get Pikachu	1720475963063	1720475963139	OK	 
USER	Pokemon API Test	END	1720475963143
USER	Pokemon API Test	START	1720475963143
REQUEST		Get Pikachu	1720475963089	1720475963153	OK	 
USER	Pokemon API Test	END	1720475963158
REQUEST		Get Pikachu	1720475963089	1720475963146	OK	 
USER	Pokemon API Test	START	1720475963165
USER	Pokemon API Test	END	1720475963166
USER	Pokemon API Test	START	1720475963166
REQUEST		Get Pikachu	1720475963115	1720475963162	OK	 
USER	Pokemon API Test	END	1720475963168
USER	Pokemon API Test	START	1720475963170
REQUEST		Get Pikachu	1720475963091	1720475963150	OK	 
USER	Pokemon API Test	END	1720475963172
USER	Pokemon API Test	START	1720475963172
REQUEST		Get Pikachu	1720475963106	1720475963173	OK	 
USER	Pokemon API Test	END	1720475963174
USER	Pokemon API Test	START	1720475963174
REQUEST		Get Pikachu	1720475963133	1720475963187	OK	 
USER	Pokemon API Test	END	1720475963190
USER	Pokemon API Test	START	1720475963191
REQUEST		Get Pikachu	1720475963128	1720475963182	OK	 
REQUEST		Get Pikachu	1720475963120	1720475963188	OK	 
USER	Pokemon API Test	END	1720475963192
REQUEST		Get Pikachu	1720475963140	1720475963192	OK	 
USER	Pokemon API Test	END	1720475963192
USER	Pokemon API Test	END	1720475963192
USER	Pokemon API Test	START	1720475963192
USER	Pokemon API Test	START	1720475963192
REQUEST		Get Pikachu	1720475963143	1720475963192	OK	 
USER	Pokemon API Test	END	1720475963196
USER	Pokemon API Test	START	1720475963196
USER	Pokemon API Test	START	1720475963197
REQUEST		Get Pikachu	1720475963172	1720475963204	OK	 
USER	Pokemon API Test	END	1720475963205
USER	Pokemon API Test	START	1720475963206
REQUEST		Get Pikachu	1720475963170	1720475963217	OK	 
USER	Pokemon API Test	END	1720475963248
USER	Pokemon API Test	START	1720475963248
REQUEST		Get Pikachu	1720475963167	1720475963242	OK	 
USER	Pokemon API Test	END	1720475963251
REQUEST		Get Pikachu	1720475963166	1720475963251	OK	 
REQUEST		Get Pikachu	1720475963193	1720475963258	OK	 
REQUEST		Get Pikachu	1720475963197	1720475963262	OK	 
USER	Pokemon API Test	START	1720475963269
REQUEST		Get Pikachu	1720475963191	1720475963269	OK	 
REQUEST		Get Pikachu	1720475963174	1720475963269	OK	 
USER	Pokemon API Test	END	1720475963276
USER	Pokemon API Test	END	1720475963276
USER	Pokemon API Test	END	1720475963276
USER	Pokemon API Test	END	1720475963276
USER	Pokemon API Test	START	1720475963276
USER	Pokemon API Test	START	1720475963276
USER	Pokemon API Test	START	1720475963278
USER	Pokemon API Test	END	1720475963279
USER	Pokemon API Test	START	1720475963279
REQUEST		Get Pikachu	1720475963193	1720475963278	OK	 
USER	Pokemon API Test	END	1720475963282
USER	Pokemon API Test	START	1720475963283
USER	Pokemon API Test	START	1720475963283
REQUEST		Get Pikachu	1720475963206	1720475963290	OK	 
REQUEST		Get Pikachu	1720475963197	1720475963294	OK	 
USER	Pokemon API Test	END	1720475963298
USER	Pokemon API Test	START	1720475963298
USER	Pokemon API Test	END	1720475963299
USER	Pokemon API Test	START	1720475963299
REQUEST		Get Pikachu	1720475963276	1720475963313	OK	 
USER	Pokemon API Test	END	1720475963314
USER	Pokemon API Test	START	1720475963315
REQUEST		Get Pikachu	1720475963283	1720475963324	OK	 
USER	Pokemon API Test	END	1720475963325
REQUEST		Get Pikachu	1720475963248	1720475963322	OK	 
USER	Pokemon API Test	END	1720475963326
USER	Pokemon API Test	START	1720475963326
USER	Pokemon API Test	START	1720475963327
REQUEST		Get Pikachu	1720475963277	1720475963323	OK	 
USER	Pokemon API Test	END	1720475963328
USER	Pokemon API Test	START	1720475963328
REQUEST		Get Pikachu	1720475963283	1720475963338	OK	 
REQUEST		Get Pikachu	1720475963275	1720475963344	OK	 
REQUEST		Get Pikachu	1720475963283	1720475963344	OK	 
REQUEST		Get Pikachu	1720475963298	1720475963349	OK	 
USER	Pokemon API Test	END	1720475963364
REQUEST		Get Pikachu	1720475963279	1720475963364	OK	 
USER	Pokemon API Test	END	1720475963369
USER	Pokemon API Test	START	1720475963370
USER	Pokemon API Test	START	1720475963370
USER	Pokemon API Test	END	1720475963371
USER	Pokemon API Test	END	1720475963372
USER	Pokemon API Test	END	1720475963373
USER	Pokemon API Test	START	1720475963373
USER	Pokemon API Test	START	1720475963374
USER	Pokemon API Test	START	1720475963375
REQUEST		Get Pikachu	1720475963299	1720475963378	OK	 
USER	Pokemon API Test	END	1720475963384
USER	Pokemon API Test	START	1720475963384
REQUEST		Get Pikachu	1720475963327	1720475963387	OK	 
USER	Pokemon API Test	END	1720475963388
USER	Pokemon API Test	START	1720475963389
REQUEST		Get Pikachu	1720475963329	1720475963387	OK	 
USER	Pokemon API Test	END	1720475963391
USER	Pokemon API Test	START	1720475963391
REQUEST		Get Pikachu	1720475963315	1720475963391	OK	 
USER	Pokemon API Test	END	1720475963396
USER	Pokemon API Test	START	1720475963396
REQUEST		Get Pikachu	1720475963327	1720475963397	OK	 
USER	Pokemon API Test	END	1720475963401
USER	Pokemon API Test	START	1720475963401
REQUEST		Get Pikachu	1720475963374	1720475963412	OK	 
USER	Pokemon API Test	END	1720475963413
USER	Pokemon API Test	START	1720475963414
REQUEST		Get Pikachu	1720475963374	1720475963417	OK	 
USER	Pokemon API Test	END	1720475963426
USER	Pokemon API Test	START	1720475963426
REQUEST		Get Pikachu	1720475963370	1720475963422	OK	 
USER	Pokemon API Test	END	1720475963428
USER	Pokemon API Test	START	1720475963431
REQUEST		Get Pikachu	1720475963375	1720475963429	OK	 
USER	Pokemon API Test	END	1720475963434
REQUEST		Get Pikachu	1720475963396	1720475963434	OK	 
USER	Pokemon API Test	END	1720475963435
USER	Pokemon API Test	START	1720475963435
REQUEST		Get Pikachu	1720475963370	1720475963439	OK	 
USER	Pokemon API Test	END	1720475963444
REQUEST		Get Pikachu	1720475963384	1720475963436	OK	 
USER	Pokemon API Test	START	1720475963445
USER	Pokemon API Test	END	1720475963445
USER	Pokemon API Test	START	1720475963445
USER	Pokemon API Test	START	1720475963446
REQUEST		Get Pikachu	1720475963402	1720475963446	OK	 
USER	Pokemon API Test	END	1720475963449
USER	Pokemon API Test	START	1720475963449
REQUEST		Get Pikachu	1720475963390	1720475963450	OK	 
USER	Pokemon API Test	END	1720475963454
USER	Pokemon API Test	START	1720475963454
REQUEST		Get Pikachu	1720475963391	1720475963456	OK	 
USER	Pokemon API Test	END	1720475963460
USER	Pokemon API Test	START	1720475963460
REQUEST		Get Pikachu	1720475963435	1720475963477	OK	 
REQUEST		Get Pikachu	1720475963432	1720475963479	OK	 
USER	Pokemon API Test	END	1720475963482
USER	Pokemon API Test	END	1720475963483
USER	Pokemon API Test	START	1720475963483
USER	Pokemon API Test	START	1720475963483
REQUEST		Get Pikachu	1720475963414	1720475963481	OK	 
USER	Pokemon API Test	END	1720475963485
USER	Pokemon API Test	START	1720475963485
REQUEST		Get Pikachu	1720475963454	1720475963493	OK	 
USER	Pokemon API Test	END	1720475963494
REQUEST		Get Pikachu	1720475963445	1720475963494	OK	 
USER	Pokemon API Test	END	1720475963497
USER	Pokemon API Test	START	1720475963497
USER	Pokemon API Test	START	1720475963497
REQUEST		Get Pikachu	1720475963446	1720475963498	OK	 
USER	Pokemon API Test	END	1720475963503
REQUEST		Get Pikachu	1720475963445	1720475963500	OK	 
USER	Pokemon API Test	END	1720475963505
USER	Pokemon API Test	START	1720475963505
REQUEST		Get Pikachu	1720475963427	1720475963496	OK	 
USER	Pokemon API Test	END	1720475963506
USER	Pokemon API Test	START	1720475963506
REQUEST		Get Pikachu	1720475963450	1720475963503	OK	 
USER	Pokemon API Test	END	1720475963507
USER	Pokemon API Test	START	1720475963507
USER	Pokemon API Test	START	1720475963507
REQUEST		Get Pikachu	1720475963460	1720475963513	OK	 
USER	Pokemon API Test	END	1720475963517
USER	Pokemon API Test	START	1720475963517
REQUEST		Get Pikachu	1720475963484	1720475963533	OK	 
USER	Pokemon API Test	END	1720475963538
USER	Pokemon API Test	START	1720475963538
REQUEST		Get Pikachu	1720475963507	1720475963538	OK	 
USER	Pokemon API Test	END	1720475963539
USER	Pokemon API Test	START	1720475963539
REQUEST		Get Pikachu	1720475963486	1720475963542	OK	 
USER	Pokemon API Test	END	1720475963554
REQUEST		Get Pikachu	1720475963507	1720475963551	OK	 
USER	Pokemon API Test	END	1720475963560
REQUEST		Get Pikachu	1720475963484	1720475963547	OK	 
USER	Pokemon API Test	END	1720475963560
USER	Pokemon API Test	START	1720475963560
USER	Pokemon API Test	START	1720475963561
REQUEST		Get Pikachu	1720475963498	1720475963561	OK	 
USER	Pokemon API Test	END	1720475963562
USER	Pokemon API Test	START	1720475963563
USER	Pokemon API Test	START	1720475963563
REQUEST		Get Pikachu	1720475963517	1720475963564	OK	 
USER	Pokemon API Test	END	1720475963568
USER	Pokemon API Test	START	1720475963568
REQUEST		Get Pikachu	1720475963505	1720475963568	OK	 
REQUEST		Get Pikachu	1720475963498	1720475963564	OK	 
USER	Pokemon API Test	END	1720475963572
USER	Pokemon API Test	START	1720475963572
USER	Pokemon API Test	END	1720475963577
USER	Pokemon API Test	START	1720475963577
REQUEST		Get Pikachu	1720475963506	1720475963579	OK	 
USER	Pokemon API Test	END	1720475963588
USER	Pokemon API Test	START	1720475963588
REQUEST		Get Pikachu	1720475963539	1720475963600	OK	 
USER	Pokemon API Test	END	1720475963611
USER	Pokemon API Test	START	1720475963611
REQUEST		Get Pikachu	1720475963563	1720475963602	OK	 
USER	Pokemon API Test	END	1720475963613
USER	Pokemon API Test	START	1720475963613
REQUEST		Get Pikachu	1720475963539	1720475963614	OK	 
USER	Pokemon API Test	END	1720475963619
USER	Pokemon API Test	START	1720475963619
REQUEST		Get Pikachu	1720475963572	1720475963620	OK	 
USER	Pokemon API Test	END	1720475963624
USER	Pokemon API Test	START	1720475963624
REQUEST		Get Pikachu	1720475963568	1720475963621	OK	 
USER	Pokemon API Test	END	1720475963625
USER	Pokemon API Test	START	1720475963626
REQUEST		Get Pikachu	1720475963563	1720475963625	OK	 
REQUEST		Get Pikachu	1720475963577	1720475963623	OK	 
USER	Pokemon API Test	END	1720475963629
USER	Pokemon API Test	END	1720475963629
USER	Pokemon API Test	START	1720475963629
USER	Pokemon API Test	START	1720475963629
REQUEST		Get Pikachu	1720475963564	1720475963634	OK	 
REQUEST		Get Pikachu	1720475963561	1720475963634	OK	 
USER	Pokemon API Test	END	1720475963638
USER	Pokemon API Test	END	1720475963638
USER	Pokemon API Test	START	1720475963638
USER	Pokemon API Test	START	1720475963638
REQUEST		Get Pikachu	1720475963588	1720475963649	OK	 
USER	Pokemon API Test	END	1720475963653
USER	Pokemon API Test	START	1720475963653
REQUEST		Get Pikachu	1720475963624	1720475963656	OK	 
USER	Pokemon API Test	END	1720475963657
USER	Pokemon API Test	START	1720475963657
REQUEST		Get Pikachu	1720475963638	1720475963672	OK	 
USER	Pokemon API Test	END	1720475963672
USER	Pokemon API Test	START	1720475963673
REQUEST		Get Pikachu	1720475963624	1720475963669	OK	 
USER	Pokemon API Test	END	1720475963673
REQUEST		Get Pikachu	1720475963626	1720475963674	OK	 
USER	Pokemon API Test	START	1720475963678
USER	Pokemon API Test	END	1720475963678
USER	Pokemon API Test	START	1720475963679
REQUEST		Get Pikachu	1720475963633	1720475963680	OK	 
USER	Pokemon API Test	END	1720475963691
REQUEST		Get Pikachu	1720475963638	1720475963687	OK	 
USER	Pokemon API Test	END	1720475963692
USER	Pokemon API Test	START	1720475963692
USER	Pokemon API Test	START	1720475963692
REQUEST		Get Pikachu	1720475963629	1720475963684	OK	 
USER	Pokemon API Test	END	1720475963695
USER	Pokemon API Test	START	1720475963695
REQUEST		Get Pikachu	1720475963654	1720475963703	OK	 
USER	Pokemon API Test	END	1720475963709
USER	Pokemon API Test	START	1720475963709
REQUEST		Get Pikachu	1720475963673	1720475963719	OK	 
USER	Pokemon API Test	END	1720475963724
REQUEST		Get Pikachu	1720475963679	1720475963725	OK	 
REQUEST		Get Pikachu	1720475963657	1720475963722	OK	 
USER	Pokemon API Test	END	1720475963726
USER	Pokemon API Test	START	1720475963726
USER	Pokemon API Test	START	1720475963726
USER	Pokemon API Test	END	1720475963726
USER	Pokemon API Test	START	1720475963727
REQUEST		Get Pikachu	1720475963612	1720475963726	OK	 
USER	Pokemon API Test	END	1720475963731
REQUEST		Get Pikachu	1720475963678	1720475963728	OK	 
USER	Pokemon API Test	START	1720475963732
REQUEST		Get Pikachu	1720475963618	1720475963732	OK	 
USER	Pokemon API Test	END	1720475963775
USER	Pokemon API Test	END	1720475963776
USER	Pokemon API Test	START	1720475963779
REQUEST		Get Pikachu	1720475963692	1720475963776	OK	 
REQUEST		Get Pikachu	1720475963692	1720475963780	OK	 
USER	Pokemon API Test	END	1720475963789
USER	Pokemon API Test	START	1720475963789
REQUEST		Get Pikachu	1720475963695	1720475963783	OK	 
USER	Pokemon API Test	END	1720475963790
USER	Pokemon API Test	START	1720475963790
USER	Pokemon API Test	END	1720475963791
USER	Pokemon API Test	START	1720475963791
USER	Pokemon API Test	START	1720475963791
REQUEST		Get Pikachu	1720475963774	1720475963809	OK	 
USER	Pokemon API Test	END	1720475963810
USER	Pokemon API Test	START	1720475963811
REQUEST		Get Pikachu	1720475963710	1720475963808	OK	 
USER	Pokemon API Test	END	1720475963812
USER	Pokemon API Test	START	1720475963812
REQUEST		Get Pikachu	1720475963789	1720475963827	OK	 
USER	Pokemon API Test	END	1720475963828
REQUEST		Get Pikachu	1720475963726	1720475963825	OK	 
USER	Pokemon API Test	END	1720475963835
USER	Pokemon API Test	START	1720475963835
REQUEST		Get Pikachu	1720475963732	1720475963828	OK	 
USER	Pokemon API Test	END	1720475963836
USER	Pokemon API Test	START	1720475963836
REQUEST		Get Pikachu	1720475963727	1720475963822	OK	 
USER	Pokemon API Test	END	1720475963837
USER	Pokemon API Test	START	1720475963837
USER	Pokemon API Test	START	1720475963838
REQUEST		Get Pikachu	1720475963790	1720475963844	OK	 
USER	Pokemon API Test	END	1720475963848
REQUEST		Get Pikachu	1720475963791	1720475963847	OK	 
USER	Pokemon API Test	END	1720475963851
REQUEST		Get Pikachu	1720475963791	1720475963844	OK	 
USER	Pokemon API Test	END	1720475963852
USER	Pokemon API Test	START	1720475963852
USER	Pokemon API Test	START	1720475963852
REQUEST		Get Pikachu	1720475963813	1720475963853	OK	 
USER	Pokemon API Test	START	1720475963855
USER	Pokemon API Test	END	1720475963856
USER	Pokemon API Test	START	1720475963856
REQUEST		Get Pikachu	1720475963792	1720475963859	OK	 
REQUEST		Get Pikachu	1720475963811	1720475963860	OK	 
USER	Pokemon API Test	END	1720475963864
USER	Pokemon API Test	START	1720475963864
USER	Pokemon API Test	END	1720475963872
USER	Pokemon API Test	START	1720475963872
REQUEST		Get Pikachu	1720475963835	1720475963883	OK	 
USER	Pokemon API Test	END	1720475963887
USER	Pokemon API Test	START	1720475963887
REQUEST		Get Pikachu	1720475963853	1720475963889	OK	 
USER	Pokemon API Test	END	1720475963889
USER	Pokemon API Test	START	1720475963889
REQUEST		Get Pikachu	1720475963837	1720475963893	OK	 
USER	Pokemon API Test	END	1720475963897
USER	Pokemon API Test	START	1720475963898
REQUEST		Get Pikachu	1720475963836	1720475963895	OK	 
USER	Pokemon API Test	END	1720475963899
USER	Pokemon API Test	START	1720475963899
REQUEST		Get Pikachu	1720475963853	1720475963903	OK	 
USER	Pokemon API Test	END	1720475963909
USER	Pokemon API Test	START	1720475963909
REQUEST		Get Pikachu	1720475963855	1720475963921	OK	 
USER	Pokemon API Test	END	1720475963927
USER	Pokemon API Test	START	1720475963930
REQUEST		Get Pikachu	1720475963875	1720475963932	OK	 
USER	Pokemon API Test	END	1720475963938
USER	Pokemon API Test	START	1720475963938
REQUEST		Get Pikachu	1720475963838	1720475963940	OK	 
USER	Pokemon API Test	END	1720475963943
USER	Pokemon API Test	START	1720475963945
REQUEST		Get Pikachu	1720475963888	1720475963942	OK	 
USER	Pokemon API Test	END	1720475963953
REQUEST		Get Pikachu	1720475963890	1720475963954	OK	 
USER	Pokemon API Test	START	1720475963958
REQUEST		Get Pikachu	1720475963864	1720475963945	OK	 
REQUEST		Get Pikachu	1720475963927	1720475963958	OK	 
USER	Pokemon API Test	END	1720475963959
USER	Pokemon API Test	END	1720475963959
USER	Pokemon API Test	START	1720475963960
REQUEST		Get Pikachu	1720475963856	1720475963952	OK	 
USER	Pokemon API Test	END	1720475963960
USER	Pokemon API Test	START	1720475963961
USER	Pokemon API Test	END	1720475963966
USER	Pokemon API Test	START	1720475963966
USER	Pokemon API Test	START	1720475963966
REQUEST		Get Pikachu	1720475963898	1720475963970	OK	 
USER	Pokemon API Test	END	1720475963975
USER	Pokemon API Test	START	1720475963975
REQUEST		Get Pikachu	1720475963899	1720475963972	OK	 
USER	Pokemon API Test	END	1720475963977
USER	Pokemon API Test	START	1720475963977
REQUEST		Get Pikachu	1720475963960	1720475963994	OK	 
USER	Pokemon API Test	END	1720475963995
USER	Pokemon API Test	START	1720475963995
REQUEST		Get Pikachu	1720475963934	1720475963994	OK	 
USER	Pokemon API Test	END	1720475963998
USER	Pokemon API Test	START	1720475963998
REQUEST		Get Pikachu	1720475963938	1720475964008	OK	 
USER	Pokemon API Test	END	1720475964013
REQUEST		Get Pikachu	1720475963961	1720475964012	OK	 
USER	Pokemon API Test	END	1720475964016
USER	Pokemon API Test	START	1720475964017
USER	Pokemon API Test	START	1720475964019
REQUEST		Get Pikachu	1720475963966	1720475964021	OK	 
USER	Pokemon API Test	END	1720475964025
REQUEST		Get Pikachu	1720475963961	1720475964026	OK	 
USER	Pokemon API Test	END	1720475964029
USER	Pokemon API Test	START	1720475964029
USER	Pokemon API Test	START	1720475964029
REQUEST		Get Pikachu	1720475963966	1720475964024	OK	 
USER	Pokemon API Test	END	1720475964029
USER	Pokemon API Test	START	1720475964030
REQUEST		Get Pikachu	1720475963977	1720475964030	OK	 
USER	Pokemon API Test	END	1720475964031
USER	Pokemon API Test	START	1720475964031
REQUEST		Get Pikachu	1720475963975	1720475964031	OK	 
USER	Pokemon API Test	END	1720475964035
USER	Pokemon API Test	START	1720475964036
REQUEST		Get Pikachu	1720475963995	1720475964040	OK	 
USER	Pokemon API Test	END	1720475964043
USER	Pokemon API Test	START	1720475964044
REQUEST		Get Pikachu	1720475963959	1720475964045	OK	 
USER	Pokemon API Test	END	1720475964061
USER	Pokemon API Test	START	1720475964061
REQUEST		Get Pikachu	1720475963998	1720475964058	OK	 
USER	Pokemon API Test	END	1720475964062
USER	Pokemon API Test	START	1720475964062
REQUEST		Get Pikachu	1720475964017	1720475964069	OK	 
USER	Pokemon API Test	END	1720475964074
USER	Pokemon API Test	START	1720475964074
